title,authors,abstract,published,category,pdf_url,saved_title
SynTQA: Synergistic Table-based Question Answering via Mixture of Text-to-SQL and E2E TQA,"Siyue Zhang, Anh Tuan Luu, Chen Zhao","Text-to-SQL parsing and end-to-end question answering (E2E TQA) are two main
approaches for Table-based Question Answering task. Despite success on multiple
benchmarks, they have yet to be compared and their synergy remains unexplored.
In this paper, we identify different strengths and weaknesses through
evaluating state-of-the-art models on benchmark datasets: Text-to-SQL
demonstrates superiority in handling questions involving arithmetic operations
and long tables; E2E TQA excels in addressing ambiguous questions, non-standard
table schema, and complex table contents. To combine both strengths, we propose
a Synergistic Table-based Question Answering approach that integrate different
models via answer selection, which is agnostic to any model types. Further
experiments validate that ensembling models by either feature-based or
LLM-based answer selector significantly improves the performance over
individual models.",2024-09-25 07:18:45+00:00,cs.CL,http://arxiv.org/pdf/2409.16682v1,SynTQA_Synergistic_Tablebased_Question_Answering_via_Mixture_of_TexttoSQL_and_E2E_TQA
GraphLoRA: Structure-Aware Contrastive Low-Rank Adaptation for Cross-Graph Transfer Learning,"Zhe-Rui Yang, Jindong Han, Chang-Dong Wang, Hao Liu","Graph Neural Networks (GNNs) have demonstrated remarkable proficiency in
handling a range of graph analytical tasks across various domains, such as
e-commerce and social networks. Despite their versatility, GNNs face
significant challenges in transferability, limiting their utility in real-world
applications. Existing research in GNN transfer learning overlooks
discrepancies in distribution among various graph datasets, facing challenges
when transferring across different distributions. How to effectively adopt a
well-trained GNN to new graphs with varying feature and structural
distributions remains an under-explored problem. Taking inspiration from the
success of Low-Rank Adaptation (LoRA) in adapting large language models to
various domains, we propose GraphLoRA, an effective and parameter-efficient
method for transferring well-trained GNNs to diverse graph domains.
Specifically, we first propose a Structure-aware Maximum Mean Discrepancy
(SMMD) to align divergent node feature distributions across source and target
graphs. Moreover, we introduce low-rank adaptation by injecting a small
trainable GNN alongside the pre-trained one, effectively bridging structural
distribution gaps while mitigating the catastrophic forgetting. Additionally, a
structure-aware regularization objective is proposed to enhance the
adaptability of the pre-trained GNN to target graph with scarce supervision
labels. Extensive experiments on six real-world datasets demonstrate the
effectiveness of GraphLoRA against eleven baselines by tuning only 20% of
parameters, even across disparate graph domains. The code is available at
https://anonymous.4open.science/r/GraphLoRA.",2024-09-25 06:57:42+00:00,cs.LG,http://arxiv.org/pdf/2409.16670v1,GraphLoRA_StructureAware_Contrastive_LowRank_Adaptation_for_CrossGraph_Transfer_Learning
A Character-Centric Creative Story Generation via Imagination,"Kyeongman Park, Minbeom Kim, Kyomin Jung","Creative story generation with diverse and detailed story elements is a
long-standing goal for large language models. While existing methodologies
generate long and coherent stories, they fall significantly short of human
capabilities in terms of diversity and character detail. To address this, we
introduce a novel story generation framework called CCI (Character-centric
Creative story generation via Imagination). CCI features two innovative modules
for creative story generation: IG (Image-Guided Imagination) and MW
(Multi-Writer model). In the IG module, we utilize DALL-E 3 to create visual
representations of key story elements. The IG generates more novel and concrete
characters, backgrounds, and main plots than text-only methods. The MW module
uses these story elements created by IG to generate multiple description
candidates for the protagonist and select the best one. This method
incorporates vivid and rich character descriptions into the story. We compared
the stories generated by CCI and baseline models through human evaluation and
statistical analysis. The results showed significant improvements in the
creativity. Furthermore, by enabling interactive multi-modal story generation
with users, we have opened up possibilities for human-LLM integration in
cultural development.",2024-09-25 06:54:29+00:00,cs.CL,http://arxiv.org/pdf/2409.16667v1,A_CharacterCentric_Creative_Story_Generation_via_Imagination
Speech Recognition Rescoring with Large Speech-Text Foundation Models,"Prashanth Gurunath Shivakumar, Jari Kolehmainen, Aditya Gourav, Yi Gu, Ankur Gandhe, Ariya Rastrow, Ivan Bulyko","Large language models (LLM) have demonstrated the ability to understand human
language by leveraging large amount of text data. Automatic speech recognition
(ASR) systems are often limited by available transcribed speech data and
benefit from a second pass rescoring using LLM. Recently multi-modal large
language models, particularly speech and text foundational models have
demonstrated strong spoken language understanding. Speech-Text foundational
models leverage large amounts of unlabelled and labelled data both in speech
and text modalities to model human language. In this work, we propose novel
techniques to use multi-modal LLM for ASR rescoring. We also explore
discriminative training to further improve the foundational model rescoring
performance. We demonstrate cross-modal knowledge transfer in speech-text LLM
can benefit rescoring. Our experiments demonstrate up-to 20% relative
improvements over Whisper large ASR and up-to 15% relative improvements over
text-only LLM.",2024-09-25 06:17:23+00:00,eess.AS,http://arxiv.org/pdf/2409.16654v1,Speech_Recognition_Rescoring_with_Large_SpeechText_Foundation_Models
Enabling Auditory Large Language Models for Automatic Speech Quality Evaluation,"Siyin Wang, Wenyi Yu, Yudong Yang, Changli Tang, Yixuan Li, Jimin Zhuang, Xianzhao Chen, Xiaohai Tian, Jun Zhang, Guangzhi Sun, Lu Lu, Chao Zhang","Speech quality assessment typically requires evaluating audio from multiple
aspects, such as mean opinion score (MOS) and speaker similarity (SIM) etc.,
which can be challenging to cover using one small model designed for a single
task. In this paper, we propose leveraging recently introduced auditory large
language models (LLMs) for automatic speech quality assessment. By employing
task-specific prompts, auditory LLMs are finetuned to predict MOS, SIM and A/B
testing results, which are commonly used for evaluating text-to-speech systems.
Additionally, the finetuned auditory LLM is able to generate natural language
descriptions assessing aspects like noisiness, distortion, discontinuity, and
overall quality, providing more interpretable outputs. Extensive experiments
have been performed on the NISQA, BVCC, SOMOS and VoxSim speech quality
datasets, using open-source auditory LLMs such as SALMONN, Qwen-Audio, and
Qwen2-Audio. For the natural language descriptions task, a commercial model
Google Gemini 1.5 Pro is also evaluated. The results demonstrate that auditory
LLMs achieve competitive performance compared to state-of-the-art task-specific
small models in predicting MOS and SIM, while also delivering promising results
in A/B testing and natural language descriptions. Our data processing scripts
and finetuned model checkpoints will be released upon acceptance.",2024-09-25 05:44:44+00:00,eess.AS,http://arxiv.org/pdf/2409.16644v1,Enabling_Auditory_Large_Language_Models_for_Automatic_Speech_Quality_Evaluation
Judgment of Thoughts: Courtroom of the Binary Logical Reasoning in Large Language Models,"Sungjune Park, Daeseon Choi","This paper proposes a novel prompt engineering technique called Judgment of
Thought (JoT) that is specifically tailored for binary logical reasoning tasks.
JoT employs three roles$\unicode{x2014}$lawyer, prosecutor, and
judge$\unicode{x2014}$to facilitate more reliable and accurate reasoning by the
model. In this framework, the judge utilizes a high$\unicode{x2010}$level
model, while the lawyer and prosecutor utilize low$\unicode{x2010}$level
models. This structure helps the judge better understand the responses from
both the lawyer and prosecutor, enabling a more accurate judgment. Experimental
results on large language model (LLM) benchmark datasets, such as BigBenchHard
and Winogrande, demonstrate that JoT outperforms existing methods, including
Chain of Thought (CoT) and Self$\unicode{x2010}$Consistency (SC), in binary
logical reasoning tasks. Additionally, in real$\unicode{x2010}$world tasks,
such as Fake News Detection and SMS Spam Detection, JoT shows comparable or
improved performance compared to existing techniques. JoT significantly
enhances the accuracy and reliability of models in binary reasoning tasks and
show potential for practical applicability across various domains. Future
research should aim to further broaden the applicability of JoT and optimize
its implementation for real$\unicode{x2010}$world
problem$\unicode{x2010}$solving.",2024-09-25 05:28:05+00:00,cs.AI,http://arxiv.org/pdf/2409.16635v1,Judgment_of_Thoughts_Courtroom_of_the_Binary_Logical_Reasoning_in_Large_Language_Models
Ascend HiFloat8 Format for Deep Learning,"Yuanyong Luo, Zhongxing Zhang, Richard Wu, Hu Liu, Ying Jin, Kai Zheng, Minmin Wang, Zhanying He, Guipeng Hu, Luyao Chen, Tianchi Hu, Junsong Wang, Minqi Chen, Mikhaylov Dmitry, Korviakov Vladimir, Bobrin Maxim, Yuhao Hu, Guanfu Chen, Zeyi Huang","This preliminary white paper proposes a novel 8-bit floating-point data
format HiFloat8 (abbreviated as HiF8) for deep learning. HiF8 features tapered
precision. For normal value encoding, it provides 7 exponent values with 3-bit
mantissa, 8 exponent values with 2-bit mantissa, and 16 exponent values with
1-bit mantissa. For denormal value encoding, it extends the dynamic range by 7
extra powers of 2, from 31 to 38 binades (notice that FP16 covers 40 binades).
Meanwhile, HiF8 encodes all the special values except that positive zero and
negative zero are represented by only one bit-pattern. Thanks to the better
balance between precision and dynamic range, HiF8 can be simultaneously used in
both forward and backward passes of AI training. In this paper, we will
describe the definition and rounding methods of HiF8, as well as the tentative
training and inference solutions. To demonstrate the efficacy of HiF8, massive
simulation results on various neural networks, including traditional neural
networks and large language models (LLMs), will also be presented.",2024-09-25 05:11:58+00:00,cs.LG,http://arxiv.org/pdf/2409.16626v2,Ascend_HiFloat8_Format_for_Deep_Learning
Entailment-Driven Privacy Policy Classification with LLMs,"Bhanuka Silva, Dishanika Denipitiyage, Suranga Seneviratne, Anirban Mahanti, Aruna Seneviratne","While many online services provide privacy policies for end users to read and
understand what personal data are being collected, these documents are often
lengthy and complicated. As a result, the vast majority of users do not read
them at all, leading to data collection under uninformed consent. Several
attempts have been made to make privacy policies more user friendly by
summarising them, providing automatic annotations or labels for key sections,
or by offering chat interfaces to ask specific questions. With recent advances
in Large Language Models (LLMs), there is an opportunity to develop more
effective tools to parse privacy policies and help users make informed
decisions. In this paper, we propose an entailment-driven LLM based framework
to classify paragraphs of privacy policies into meaningful labels that are
easily understood by users. The results demonstrate that our framework
outperforms traditional LLM methods, improving the F1 score in average by
11.2%. Additionally, our framework provides inherently explainable and
meaningful predictions.",2024-09-25 05:07:05+00:00,cs.AI,http://arxiv.org/pdf/2409.16621v1,EntailmentDriven_Privacy_Policy_Classification_with_LLMs
Claim-Guided Textual Backdoor Attack for Practical Applications,"Minkyoo Song, Hanna Kim, Jaehan Kim, Youngjin Jin, Seungwon Shin","Recent advances in natural language processing and the increased use of large
language models have exposed new security vulnerabilities, such as backdoor
attacks. Previous backdoor attacks require input manipulation after model
distribution to activate the backdoor, posing limitations in real-world
applicability. Addressing this gap, we introduce a novel Claim-Guided Backdoor
Attack (CGBA), which eliminates the need for such manipulations by utilizing
inherent textual claims as triggers. CGBA leverages claim extraction,
clustering, and targeted training to trick models to misbehave on targeted
claims without affecting their performance on clean data. CGBA demonstrates its
effectiveness and stealthiness across various datasets and models,
significantly enhancing the feasibility of practical backdoor attacks. Our code
and data will be available at https://github.com/PaperCGBA/CGBA.",2024-09-25 04:53:27+00:00,cs.CL,http://arxiv.org/pdf/2409.16618v1,ClaimGuided_Textual_Backdoor_Attack_for_Practical_Applications
Evaluating and Enhancing Large Language Models for Novelty Assessment in Scholarly Publications,"Ethan Lin, Zhiyuan Peng, Yi Fang","Recent studies have evaluated the creativity/novelty of large language models
(LLMs) primarily from a semantic perspective, using benchmarks from cognitive
science. However, accessing the novelty in scholarly publications is a largely
unexplored area in evaluating LLMs. In this paper, we introduce a scholarly
novelty benchmark (SchNovel) to evaluate LLMs' ability to assess novelty in
scholarly papers. SchNovel consists of 15000 pairs of papers across six fields
sampled from the arXiv dataset with publication dates spanning 2 to 10 years
apart. In each pair, the more recently published paper is assumed to be more
novel. Additionally, we propose RAG-Novelty, which simulates the review process
taken by human reviewers by leveraging the retrieval of similar papers to
assess novelty. Extensive experiments provide insights into the capabilities of
different LLMs to assess novelty and demonstrate that RAG-Novelty outperforms
recent baseline models.",2024-09-25 04:12:38+00:00,cs.CL,http://arxiv.org/pdf/2409.16605v1,Evaluating_and_Enhancing_Large_Language_Models_for_Novelty_Assessment_in_Scholarly_Publications
Disentangling Questions from Query Generation for Task-Adaptive Retrieval,"Yoonsang Lee, Minsoo Kim, Seung-won Hwang","This paper studies the problem of information retrieval, to adapt to unseen
tasks. Existing work generates synthetic queries from domain-specific documents
to jointly train the retriever. However, the conventional query generator
assumes the query as a question, thus failing to accommodate general search
intents. A more lenient approach incorporates task-adaptive elements, such as
few-shot learning with an 137B LLM. In this paper, we challenge a trend
equating query and question, and instead conceptualize query generation task as
a ""compilation"" of high-level intent into task-adaptive query. Specifically, we
propose EGG, a query generator that better adapts to wide search intents
expressed in the BeIR benchmark. Our method outperforms baselines and existing
models on four tasks with underexplored intents, while utilizing a query
generator 47 times smaller than the previous state-of-the-art. Our findings
reveal that instructing the LM with explicit search intent is a key aspect of
modeling an effective query generator.",2024-09-25 02:53:27+00:00,cs.CL,http://arxiv.org/pdf/2409.16570v1,Disentangling_Questions_from_Query_Generation_for_TaskAdaptive_Retrieval
Enhancing disease detection in radiology reports through fine-tuning lightweight LLM on weak labels,"Yishu Wei, Xindi Wang, Hanley Ong, Yiliang Zhou, Adam Flanders, George Shih, Yifan Peng","Despite significant progress in applying large language models (LLMs) to the
medical domain, several limitations still prevent them from practical
applications. Among these are the constraints on model size and the lack of
cohort-specific labeled datasets. In this work, we investigated the potential
of improving a lightweight LLM, such as Llama 3.1-8B, through fine-tuning with
datasets using synthetic labels. Two tasks are jointly trained by combining
their respective instruction datasets. When the quality of the task-specific
synthetic labels is relatively high (e.g., generated by GPT4- o), Llama 3.1-8B
achieves satisfactory performance on the open-ended disease detection task,
with a micro F1 score of 0.91. Conversely, when the quality of the
task-relevant synthetic labels is relatively low (e.g., from the MIMIC-CXR
dataset), fine-tuned Llama 3.1-8B is able to surpass its noisy teacher labels
(micro F1 score of 0.67 v.s. 0.63) when calibrated against curated labels,
indicating the strong inherent underlying capability of the model. These
findings demonstrate the potential of fine-tuning LLMs with synthetic labels,
offering a promising direction for future research on LLM specialization in the
medical domain.",2024-09-25 02:29:44+00:00,cs.AI,http://arxiv.org/pdf/2409.16563v1,Enhancing_disease_detection_in_radiology_reports_through_finetuning_lightweight_LLM_on_weak_labels
Dynamic-Width Speculative Beam Decoding for Efficient LLM Inference,"Zongyue Qin, Zifan He, Neha Prakriya, Jason Cong, Yizhou Sun","Large language models (LLMs) have shown outstanding performance across
numerous real-world tasks. However, the autoregressive nature of these models
makes the inference process slow and costly. Speculative decoding has emerged
as a promising solution, leveraging a smaller auxiliary model to draft future
tokens, which are then validated simultaneously by the larger model, achieving
a speed-up of 1-2x. Although speculative decoding matches the same distribution
as multinomial sampling, multinomial sampling itself is prone to suboptimal
outputs, whereas beam sampling is widely recognized for producing
higher-quality results by maintaining multiple candidate sequences at each
step. This paper explores the novel integration of speculative decoding with
beam sampling. However, there are four key challenges: (1) how to generate
multiple sequences from the larger model's distribution given drafts sequences
from the small model; (2) how to dynamically optimize the number of beams to
balance efficiency and accuracy; (3) how to efficiently verify the multiple
drafts in parallel; and (4) how to address the extra memory costs inherent in
beam sampling. To address these challenges, we propose dynamic-width
speculative beam decoding (DSBD). Specifically, we first introduce a novel
draft and verification scheme that generates multiple sequences following the
large model's distribution based on beam sampling trajectories from the small
model. Then, we introduce an adaptive mechanism to dynamically tune the number
of beams based on the context, optimizing efficiency and effectiveness.
Besides, we extend tree-based parallel verification to handle multiple trees
simultaneously, accelerating the verification process. Finally, we illustrate a
simple modification to our algorithm to mitigate the memory overhead of beam
sampling...",2024-09-25 02:20:42+00:00,cs.AI,http://arxiv.org/pdf/2409.16560v1,DynamicWidth_Speculative_Beam_Decoding_for_Efficient_LLM_Inference
"Demystifying Issues, Causes and Solutions in LLM Open-Source Projects","Yangxiao Cai, Peng Liang, Yifei Wang, Zengyang Li, Mojtaba Shahin","With the advancements of Large Language Models (LLMs), an increasing number
of open-source software projects are using LLMs as their core functional
component. Although research and practice on LLMs are capturing considerable
interest, no dedicated studies explored the challenges faced by practitioners
of LLM open-source projects, the causes of these challenges, and potential
solutions. To fill this research gap, we conducted an empirical study to
understand the issues that practitioners encounter when developing and using
LLM open-source software, the possible causes of these issues, and potential
solutions.We collected all closed issues from 15 LLM open-source projects and
labelled issues that met our requirements. We then randomly selected 994 issues
from the labelled issues as the sample for data extraction and analysis to
understand the prevalent issues, their underlying causes, and potential
solutions. Our study results show that (1) Model Issue is the most common issue
faced by practitioners, (2) Model Problem, Configuration and Connection
Problem, and Feature and Method Problem are identified as the most frequent
causes of the issues, and (3) Optimize Model is the predominant solution to the
issues. Based on the study results, we provide implications for practitioners
and researchers of LLM open-source projects.",2024-09-25 02:16:45+00:00,cs.SE,http://arxiv.org/pdf/2409.16559v1,Demystifying_Issues_Causes_and_Solutions_in_LLM_OpenSource_Projects
Understanding the Cognitive Complexity in Language Elicited by Product Images,"Yan-Ying Chen, Shabnam Hakimi, Monica Van, Francine Chen, Matthew Hong, Matt Klenk, Charlene Wu","Product images (e.g., a phone) can be used to elicit a diverse set of
consumer-reported features expressed through language, including surface-level
perceptual attributes (e.g., ""white"") and more complex ones, like perceived
utility (e.g., ""battery""). The cognitive complexity of elicited language
reveals the nature of cognitive processes and the context required to
understand them; cognitive complexity also predicts consumers' subsequent
choices. This work offers an approach for measuring and validating the
cognitive complexity of human language elicited by product images, providing a
tool for understanding the cognitive processes of human as well as virtual
respondents simulated by Large Language Models (LLMs). We also introduce a
large dataset that includes diverse descriptive labels for product images,
including human-rated complexity. We demonstrate that human-rated cognitive
complexity can be approximated using a set of natural language models that,
combined, roughly capture the complexity construct. Moreover, this approach is
minimally supervised and scalable, even in use cases with limited human
assessment of complexity.",2024-09-25 00:26:11+00:00,cs.CL,http://arxiv.org/pdf/2409.16521v1,Understanding_the_Cognitive_Complexity_in_Language_Elicited_by_Product_Images
SynChart: Synthesizing Charts from Language Models,"Mengchen Liu, Qixiu Li, Dongdong Chen, Dong Chen, Jianmin Bao, Yunsheng Li","With the release of GPT-4V(O), its use in generating pseudo labels for
multi-modality tasks has gained significant popularity. However, it is still a
secret how to build such advanced models from its base large language models
(LLMs). This work explores the potential of using LLMs alone for data
generation and develop competitive multi-modality models focusing on chart
understanding. We construct a large-scale chart dataset, SynChart, which
contains approximately 4 million diverse chart images with over 75 million
dense annotations, including data tables, code, descriptions, and
question-answer sets. We trained a 4.2B chart-expert model using this dataset
and achieve near-GPT-4O performance on the ChartQA task, surpassing GPT-4V.",2024-09-25 00:18:12+00:00,cs.AI,http://arxiv.org/pdf/2409.16517v1,SynChart_Synthesizing_Charts_from_Language_Models
Unsupervised Text Representation Learning via Instruction-Tuning for Zero-Shot Dense Retrieval,"Qiuhai Zeng, Zimeng Qiu, Dae Yon Hwang, Xin He, William M. Campbell","Dense retrieval systems are commonly used for information retrieval (IR).
They rely on learning text representations through an encoder and usually
require supervised modeling via labelled data which can be costly to obtain or
simply unavailable. In this study, we introduce a novel unsupervised text
representation learning technique via instruction-tuning the pre-trained
encoder-decoder large language models (LLM) under the dual-encoder retrieval
framework. We demonstrate the corpus representation can be augmented by the
representations of relevant synthetic queries generated by the instruct-tuned
LLM founded on the Rao-Blackwell theorem. Furthermore, we effectively align the
query and corpus text representation with self-instructed-tuning. Specifically,
we first prompt an open-box pre-trained LLM to follow defined instructions
(i.e. question generation and keyword summarization) to generate synthetic
queries. Next, we fine-tune the pre-trained LLM with defined instructions and
the generated queries that passed quality check. Finally, we generate synthetic
queries with the instruction-tuned LLM for each corpora and represent each
corpora by weighted averaging the synthetic queries and original corpora
embeddings. We evaluate our proposed method under low-resource settings on
three English and one German retrieval datasets measuring NDCG@10, MRR@100,
Recall@100. We significantly improve the average zero-shot retrieval
performance on all metrics, increasing open-box FLAN-T5 model variations by
[3.34%, 3.50%] in absolute and exceeding three competitive dense retrievers
(i.e. mDPR, T-Systems, mBART-Large), with model of size at least 38% smaller,
by 1.96%, 4.62%, 9.52% absolute on NDCG@10.",2024-09-24 23:03:13+00:00,cs.AI,http://arxiv.org/pdf/2409.16497v1,Unsupervised_Text_Representation_Learning_via_InstructionTuning_for_ZeroShot_Dense_Retrieval
Exploring Knowledge Tracing in Tutor-Student Dialogues,"Alexander Scarlatos, Andrew Lan","Recent advances in large language models (LLMs) have led to the development
of artificial intelligence (AI)-powered tutoring chatbots, showing promise in
providing broad access to high-quality personalized education. Existing works
have primarily studied how to make LLMs follow tutoring principles but not how
to model student behavior in dialogues. However, analyzing student dialogue
turns can serve as a formative assessment, since open-ended student discourse
may indicate their knowledge levels and reveal specific misconceptions. In this
work, we present a first attempt at performing knowledge tracing (KT) in
tutor-student dialogues. We propose LLM prompting methods to identify the
knowledge components/skills involved in each dialogue turn and diagnose whether
the student responds correctly to the tutor, and verify the LLM's effectiveness
via an expert human evaluation. We then apply a range of KT methods on the
resulting labeled data to track student knowledge levels over an entire
dialogue. We conduct experiments on two tutoring dialogue datasets, and show
that a novel yet simple LLM-based method, LLMKT, significantly outperforms
existing KT methods in predicting student response correctness in dialogues. We
perform extensive qualitative analyses to highlight the challenges in dialogue
KT and outline multiple avenues for future work.",2024-09-24 22:31:39+00:00,cs.CL,http://arxiv.org/pdf/2409.16490v1,Exploring_Knowledge_Tracing_in_TutorStudent_Dialogues
"Strategies for Improving NL-to-FOL Translation with LLMs: Data Generation, Incremental Fine-Tuning, and Verification","Ramya Keerthy Thatikonda, Jiuzhou Han, Wray Buntine, Ehsan Shareghi","Logical reasoning is a fundamental task in natural language processing that
presents significant challenges to Large Language Models (LLMs). The inherent
characteristics of logical reasoning makes it well-suited for symbolic
representations such as first-order logic (FOL). Research in symbolic logical
reasoning explored FOL generation using state-of-the-art LLMs (i.e., GPT-4) to
produce FOL translations of natural language (NL) statements, but errors in
translation are usually not the focus. We address this by categorizing the
translation errors in FOL statements generated by LLMs. To make progress
towards improving the quality of FOL translations for smaller language models
such as LLaMA-2 13B and Mistral 7B, we create ProofFOL, a high-quality
FOL-annotated subset of ProofWriter dataset using GPT-4o. The models fine-tuned
on this silver standard data achieve a significant gain in performance when
compared to larger language models such as LLaMA-2 70B. In addition to
improving the model using large data, we also tackle the issue of data scarcity
and introduce an incremental framework encompassing of data augmentation and
verification steps. In the augmentation process, a single pair of (premises,
conclusion) is split into multiple new instances based on the predicates and
FOLs. This data is used for fine-tuning, and the inference on this model
generates FOLs with fewer errors over the model trained on the original data.
Our investigation on the translation errors leads to generation of a
perturbation dataset, which is used to train a verifier that corrects potential
syntactic and semantic FOL translation errors. We demonstrate an efficient
method for making the most of a limited existing human-annotated dataset. Our
results show state-of-the-art performance for ProofWriter and ProntoQA datasets
using ProofFOL on LLaMA-2 and Mistral models.",2024-09-24 21:24:07+00:00,cs.CL,http://arxiv.org/pdf/2409.16461v1,Strategies_for_Improving_NLtoFOL_Translation_with_LLMs_Data_Generation_Incremental_FineTuning_and_Verification
FMDLlama: Financial Misinformation Detection based on Large Language Models,"Zhiwei Liu, Xin Zhang, Kailai Yang, Qianqian Xie, Jimin Huang, Sophia Ananiadou","The emergence of social media has made the spread of misinformation easier.
In the financial domain, the accuracy of information is crucial for various
aspects of financial market, which has made financial misinformation detection
(FMD) an urgent problem that needs to be addressed. Large language models
(LLMs) have demonstrated outstanding performance in various fields. However,
current studies mostly rely on traditional methods and have not explored the
application of LLMs in the field of FMD. The main reason is the lack of FMD
instruction tuning datasets and evaluation benchmarks. In this paper, we
propose FMDLlama, the first open-sourced instruction-following LLMs for FMD
task based on fine-tuning Llama3.1 with instruction data, the first multi-task
FMD instruction dataset (FMDID) to support LLM instruction tuning, and a
comprehensive FMD evaluation benchmark (FMD-B) with classification and
explanation generation tasks to test the FMD ability of LLMs. We compare our
models with a variety of LLMs on FMD-B, where our model outperforms all other
open-sourced LLMs as well as ChatGPT.",2024-09-24 20:44:30+00:00,cs.CL,http://arxiv.org/pdf/2409.16452v1,FMDLlama_Financial_Misinformation_Detection_based_on_Large_Language_Models
A Comprehensive Survey of Bias in LLMs: Current Landscape and Future Directions,"Rajesh Ranjan, Shailja Gupta, Surya Narayan Singh","Large Language Models(LLMs) have revolutionized various applications in
natural language processing (NLP) by providing unprecedented text generation,
translation, and comprehension capabilities. However, their widespread
deployment has brought to light significant concerns regarding biases embedded
within these models. This paper presents a comprehensive survey of biases in
LLMs, aiming to provide an extensive review of the types, sources, impacts, and
mitigation strategies related to these biases. We systematically categorize
biases into several dimensions. Our survey synthesizes current research
findings and discusses the implications of biases in real-world applications.
Additionally, we critically assess existing bias mitigation techniques and
propose future research directions to enhance fairness and equity in LLMs. This
survey serves as a foundational resource for researchers, practitioners, and
policymakers concerned with addressing and understanding biases in LLMs.",2024-09-24 19:50:38+00:00,cs.CL,http://arxiv.org/pdf/2409.16430v1,A_Comprehensive_Survey_of_Bias_in_LLMs_Current_Landscape_and_Future_Directions
HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,"Xuhui Zhou, Hyunwoo Kim, Faeze Brahman, Liwei Jiang, Hao Zhu, Ximing Lu, Frank Xu, Bill Yuchen Lin, Yejin Choi, Niloofar Mireshghallah, Ronan Le Bras, Maarten Sap","AI agents are increasingly autonomous in their interactions with human users
and tools, leading to increased interactional safety risks. We present
HAICOSYSTEM, a framework examining AI agent safety within diverse and complex
social interactions. HAICOSYSTEM features a modular sandbox environment that
simulates multi-turn interactions between human users and AI agents, where the
AI agents are equipped with a variety of tools (e.g., patient management
platforms) to navigate diverse scenarios (e.g., a user attempting to access
other patients' profiles). To examine the safety of AI agents in these
interactions, we develop a comprehensive multi-dimensional evaluation framework
that uses metrics covering operational, content-related, societal, and legal
risks. Through running 1840 simulations based on 92 scenarios across seven
domains (e.g., healthcare, finance, education), we demonstrate that HAICOSYSTEM
can emulate realistic user-AI interactions and complex tool use by AI agents.
Our experiments show that state-of-the-art LLMs, both proprietary and
open-sourced, exhibit safety risks in over 50\% cases, with models generally
showing higher risks when interacting with simulated malicious users. Our
findings highlight the ongoing challenge of building agents that can safely
navigate complex interactions, particularly when faced with malicious users. To
foster the AI agent safety ecosystem, we release a code platform that allows
practitioners to create custom scenarios, simulate interactions, and evaluate
the safety and performance of their agents.",2024-09-24 19:47:21+00:00,cs.AI,http://arxiv.org/pdf/2409.16427v2,HAICOSYSTEM_An_Ecosystem_for_Sandboxing_Safety_Risks_in_HumanAI_Interactions
Task-oriented Prompt Enhancement via Script Generation,"Chung-Yu Wang, Alireza DaghighFarsoodeh, Hung Viet Pham","Large Language Models (LLMs) have demonstrated remarkable abilities across
various tasks, leveraging advanced reasoning. Yet, they struggle with
task-oriented prompts due to a lack of specific prior knowledge of the task
answers. The current state-of-the-art approach, PAL, utilizes code generation
to address this issue. However, PAL depends on manually crafted prompt
templates and examples while still producing inaccurate results. In this work,
we present TITAN-a novel strategy designed to enhance LLMs' performance on
task-oriented prompts. TITAN achieves this by generating scripts using a
universal approach and zero-shot learning. Unlike existing methods, TITAN
eliminates the need for detailed task-specific instructions and extensive
manual efforts. TITAN enhances LLMs' performance on various tasks by utilizing
their analytical and code-generation capabilities in a streamlined process.
TITAN employs two key techniques: (1) step-back prompting to extract the task's
input specifications and (2) chain-of-thought prompting to identify required
procedural steps. This information is used to improve the LLMs' code-generation
process. TITAN further refines the generated script through post-processing and
the script is executed to retrieve the final answer. Our comprehensive
evaluation demonstrates TITAN's effectiveness in a diverse set of tasks. On
average, TITAN outperforms the state-of-the-art zero-shot approach by 7.6% and
3.9% when paired with GPT-3.5 and GPT-4. Overall, without human annotation,
TITAN achieves state-of-the-art performance in 8 out of 11 cases while only
marginally losing to few-shot approaches (which needed human intervention) on
three occasions by small margins. This work represents a significant
advancement in addressing task-oriented prompts, offering a novel solution for
effectively utilizing LLMs in everyday life tasks.",2024-09-24 19:32:08+00:00,cs.SE,http://arxiv.org/pdf/2409.16418v1,Taskoriented_Prompt_Enhancement_via_Script_Generation
